student_id,gender,ssc_percentage,hsc_percentage,degree_percentage,cgpa,entrance_exam_score,technical_skill_score,soft_skill_score,internship_count,live_projects,work_experience_months,certifications,attendance_percentage,backlogs,extracurricular_activities,placement_status,salary_package_lpa
2322,Female,77,55,66,8.71,55,44,77,2,5,11,3,62,5,No,0,0.0
2323,Female,63,63,72,9.69,40,97,69,2,3,22,3,85,5,No,1,13.6
2324,Female,53,57,90,6.39,88,44,48,5,4,1,1,95,1,No,0,0.0
2325,Female,80,72,53,8.52,95,90,40,5,0,21,3,66,5,Yes,0,0.0
2326,Female,52,75,61,9.67,72,81,64,0,2,8,2,96,1,No,1,6.1
2327,Female,54,71,56,9.36,83,55,63,5,0,19,5,99,2,Yes,1,7.87
2328,Female,83,91,81,9.21,41,85,82,2,4,8,4,81,5,No,0,0.0
2329,Female,89,81,70,9.38,93,49,72,1,4,9,1,61,1,No,0,0.0
2330,Male,66,65,68,7.63,73,47,51,4,5,22,5,65,0,Yes,1,13.03
2331,Male,86,60,73,6.94,52,56,43,0,5,18,4,97,3,Yes,0,0.0
2332,Female,60,56,87,9.1,62,40,90,0,0,10,0,72,4,No,0,0.0
2333,Male,91,75,56,6.66,89,88,85,4,5,3,3,94,1,No,1,9.79
2334,Female,72,67,85,9.45,95,67,80,2,0,12,5,60,2,No,1,13.41
2335,Female,62,70,75,8.37,76,60,99,5,1,18,2,85,1,No,1,5.27
2336,Male,70,76,87,9.32,55,83,72,0,3,21,1,95,5,No,1,11.0
2337,Male,53,55,85,9.09,43,90,98,1,1,23,1,88,0,Yes,1,9.15
2338,Male,81,76,84,9.12,79,66,69,5,0,12,2,76,5,Yes,0,0.0
2339,Male,60,64,55,7.83,79,68,67,2,0,18,2,95,2,Yes,1,5.34
2340,Male,62,56,87,8.53,62,78,67,2,2,8,5,94,1,No,1,5.23
2341,Female,84,64,54,8.95,94,51,59,4,5,5,1,78,2,Yes,0,0.0
2342,Female,67,88,76,7.22,78,76,69,4,5,6,4,89,3,No,1,4.07
2343,Female,78,60,51,5.51,89,93,64,5,1,7,1,91,0,Yes,1,11.28
2344,Female,61,86,59,8.69,78,50,61,1,3,9,4,95,4,Yes,0,0.0
2345,Male,58,59,58,9.46,88,67,85,2,0,23,1,68,3,No,0,0.0
2346,Male,72,71,50,8.92,46,58,50,0,3,6,5,83,1,Yes,1,9.18
2347,Female,61,62,62,5.62,59,83,95,4,2,0,1,75,3,No,0,0.0
2348,Male,85,58,57,8.64,50,53,60,3,3,1,5,96,2,Yes,1,7.77
2349,Male,56,81,76,7.56,80,91,83,0,4,0,0,72,1,No,1,9.2
2350,Female,80,68,90,7.49,57,59,82,2,1,24,2,86,1,Yes,1,13.35
2351,Male,76,66,52,6.33,80,75,48,0,0,9,5,86,2,No,0,0.0
2352,Male,51,78,71,9.03,84,98,49,3,1,11,4,97,0,Yes,1,11.89
2353,Female,70,51,90,8.32,92,73,61,5,5,17,5,80,1,Yes,1,10.0
2354,Male,69,87,61,9.57,64,48,62,2,0,12,4,97,3,Yes,0,0.0
2355,Female,92,52,85,6.82,49,52,71,4,3,18,4,92,0,Yes,1,14.99
2356,Male,80,71,57,5.82,80,51,85,4,0,16,3,95,0,No,1,6.83
2357,Male,82,57,57,9.1,64,50,91,1,4,9,5,75,5,Yes,0,0.0
2358,Male,93,79,81,6.03,82,86,81,2,5,10,4,90,2,No,1,12.51
2359,Male,79,70,61,9.42,43,71,44,2,3,9,5,87,3,No,1,8.37
2360,Male,74,70,51,7.69,77,87,72,5,1,12,2,94,4,No,0,0.0
2361,Female,74,77,92,9.38,46,47,45,4,4,17,2,93,1,No,0,0.0
2362,Female,83,85,61,6.01,67,75,48,1,3,1,3,74,0,Yes,0,0.0
2363,Female,83,53,86,7.88,42,58,94,1,3,23,0,77,3,Yes,0,0.0
2364,Male,59,51,56,7.69,96,40,40,0,4,13,0,82,3,No,0,0.0
2365,Male,70,79,68,6.89,83,50,81,0,1,23,1,67,1,No,0,0.0
2366,Female,76,89,89,6.27,43,42,42,5,3,22,1,61,2,Yes,0,0.0
2367,Female,52,76,66,6.87,42,52,98,1,5,8,4,85,3,No,0,0.0
2368,Female,87,92,53,7.32,42,51,41,5,3,3,5,62,5,Yes,0,0.0
2369,Female,52,75,64,7.78,63,57,59,4,2,0,1,84,2,No,0,0.0
2370,Male,81,65,71,5.93,63,72,89,4,2,0,3,97,0,No,1,7.32
2371,Female,63,69,79,5.74,72,76,88,0,4,19,5,77,4,No,0,0.0
2372,Female,83,71,79,6.7,80,48,90,2,5,12,2,90,4,No,1,4.5
2373,Male,52,67,73,7.11,85,40,41,2,5,22,3,65,3,No,0,0.0
2374,Female,89,61,70,7.22,87,53,86,4,0,3,4,63,5,No,0,0.0
2375,Male,69,53,88,9.53,64,95,79,3,3,0,4,67,4,No,0,0.0
2376,Male,83,67,63,6.73,78,48,86,1,4,3,5,97,3,Yes,0,0.0
2377,Male,84,51,55,9.13,53,68,98,5,3,19,1,76,1,No,1,6.47
2378,Male,55,67,64,5.96,54,92,74,3,5,11,0,78,2,Yes,1,9.1
2379,Female,56,69,52,8.9,77,41,48,2,4,3,2,80,4,Yes,0,0.0
2380,Female,53,89,89,6.87,67,88,89,1,0,23,4,96,3,Yes,0,0.0
2381,Male,86,63,60,8.29,42,88,49,2,0,1,0,95,3,No,0,0.0
2382,Female,71,70,93,6.91,62,65,47,2,1,4,3,89,5,No,0,0.0
2383,Female,50,92,67,6.65,42,98,86,4,0,11,4,88,0,No,1,3.63
2384,Male,94,75,76,7.65,99,45,56,0,1,5,1,72,0,Yes,0,0.0
2385,Female,55,57,60,9.5,46,46,53,4,1,10,0,71,5,Yes,0,0.0
2386,Female,76,85,56,7.11,48,45,85,3,0,3,2,63,3,Yes,0,0.0
2387,Female,80,89,52,9.47,94,82,41,5,1,18,2,85,3,Yes,0,0.0
2388,Male,81,70,71,9.08,67,75,43,0,5,24,3,93,5,No,0,0.0
2389,Male,94,84,70,8.29,61,83,44,4,0,13,4,67,5,Yes,1,4.2
2390,Female,53,85,61,8.63,48,49,94,3,1,9,0,82,2,Yes,0,0.0
2391,Female,69,69,60,6.71,59,77,55,4,2,4,2,98,2,No,0,0.0
2392,Male,88,50,72,9.24,42,57,83,3,0,11,0,69,5,No,0,0.0
2393,Female,77,76,67,6.01,40,67,94,1,5,14,1,70,4,Yes,0,0.0
2394,Male,92,62,74,7.75,64,66,47,4,4,16,0,97,4,No,1,9.15
2395,Male,77,79,63,8.46,92,79,53,3,5,7,1,72,1,No,1,6.43
2396,Male,81,63,51,6.44,64,95,55,2,0,0,0,88,0,Yes,1,13.82
2397,Female,68,75,72,9.49,96,59,68,5,3,7,1,88,2,No,1,5.19
2398,Female,75,78,94,6.39,51,98,45,2,5,22,0,84,5,No,1,8.47
2399,Female,70,67,73,6.57,99,50,87,1,1,21,3,85,0,Yes,1,14.86
2400,Female,78,90,76,9.51,41,57,69,2,5,18,5,61,4,No,0,0.0
2401,Female,57,63,84,9.14,89,86,75,0,4,20,3,69,5,No,0,0.0
2402,Female,73,80,84,6.36,77,95,52,2,4,2,1,80,5,No,0,0.0
2403,Female,69,65,58,7.76,80,73,63,2,5,0,4,71,0,No,1,9.76
2404,Male,87,83,67,8.79,76,82,58,0,3,3,4,73,3,No,1,3.26
2405,Male,77,55,88,6.24,82,53,58,5,3,2,5,97,2,Yes,0,0.0
2406,Female,74,76,90,7.49,84,91,51,1,3,8,1,84,1,Yes,1,6.73
2407,Male,59,62,88,8.64,74,97,57,3,4,13,2,97,5,No,0,0.0
2408,Female,57,84,66,6.42,60,99,71,5,4,12,1,79,3,Yes,0,0.0
2409,Female,87,55,51,9.2,57,63,46,1,1,6,0,66,5,No,0,0.0
2410,Female,83,95,77,9.72,68,53,53,3,3,21,5,73,4,No,0,0.0
2411,Female,71,95,95,8.81,43,58,84,1,4,17,3,97,5,No,0,0.0
2412,Male,81,77,87,6.42,47,69,46,5,2,2,4,68,5,Yes,0,0.0
2413,Female,78,58,89,7.47,64,41,81,3,3,13,5,70,4,Yes,0,0.0
2414,Male,70,80,84,9.21,99,90,40,3,0,5,3,70,3,No,0,0.0
2415,Female,89,86,80,9.51,55,98,72,1,0,13,5,68,5,Yes,1,7.35
2416,Female,68,63,58,6.85,86,61,57,2,0,22,2,61,1,Yes,0,0.0
2417,Male,85,63,68,7.76,74,98,72,2,0,21,0,91,2,Yes,0,0.0
2418,Male,82,73,70,6.25,59,81,93,4,1,24,1,98,1,Yes,1,12.38
2419,Male,80,64,68,7.93,96,74,82,1,1,8,3,79,2,Yes,1,7.66
2420,Female,90,50,69,6.83,46,41,42,5,5,22,1,86,5,Yes,1,5.44
2421,Male,63,68,88,7.77,44,98,72,5,4,12,2,84,5,No,0,0.0
2422,Male,61,86,85,6.69,57,47,73,1,3,14,3,75,5,No,0,0.0
2423,Male,73,82,65,9.31,63,68,73,3,1,13,5,67,5,Yes,1,13.07
2424,Male,92,58,90,6.37,75,67,88,4,1,14,3,82,1,No,1,12.39
2425,Female,55,79,95,7.05,57,63,65,1,1,17,5,72,5,No,0,0.0
2426,Male,84,53,79,8.24,71,57,99,5,4,12,2,95,4,Yes,0,0.0
2427,Male,54,85,72,9.73,76,97,83,0,0,14,2,65,2,Yes,1,8.96
2428,Female,76,68,81,9.43,90,62,71,3,1,19,1,99,0,Yes,1,10.7
2429,Male,59,62,55,8.94,83,67,63,0,2,14,4,99,3,No,0,0.0
2430,Male,85,86,66,5.88,94,89,99,4,1,8,0,79,4,No,0,0.0
2431,Male,58,57,83,6.25,43,59,66,3,0,16,4,98,4,No,0,0.0
2432,Male,74,55,87,6.29,97,68,69,0,1,8,4,65,4,No,0,0.0
2433,Male,92,89,57,8.89,74,42,74,1,3,8,4,76,4,No,0,0.0
2434,Female,71,91,51,6.39,42,77,75,2,4,6,2,67,1,No,1,14.74
2435,Male,83,59,60,9.39,40,88,99,2,1,9,5,78,5,Yes,0,0.0
2436,Female,60,58,93,8.33,92,64,86,3,5,11,5,76,3,No,1,12.4
2437,Female,94,57,76,7.4,98,90,65,2,2,15,5,88,4,No,0,0.0
2438,Female,88,65,70,8.98,94,92,45,0,4,18,5,86,5,No,0,0.0
2439,Male,95,94,85,8.32,50,95,63,1,2,14,3,95,1,No,1,14.15
2440,Female,86,90,80,9.76,62,44,73,0,5,5,4,76,5,No,0,0.0
2441,Male,74,62,65,9.61,74,76,53,5,3,11,1,80,4,Yes,0,0.0
2442,Female,50,94,66,8.32,62,91,51,5,1,12,4,92,1,Yes,1,6.67
2443,Male,68,53,76,5.54,45,63,54,4,3,7,5,64,1,No,0,0.0
2444,Female,95,72,62,5.52,77,84,43,4,1,2,3,82,4,Yes,0,0.0
2445,Female,70,76,81,8.08,42,74,62,2,0,7,0,84,0,Yes,1,4.68
2446,Female,52,52,92,9.17,88,82,94,5,3,9,4,87,1,Yes,1,13.47
2447,Male,78,80,78,9.22,52,99,77,3,1,10,2,78,5,No,0,0.0
2448,Female,93,54,93,8.94,86,53,55,4,0,1,5,71,4,Yes,0,0.0
2449,Female,53,50,76,8.25,57,96,82,3,4,21,0,99,0,No,0,0.0
2450,Male,50,74,83,7.49,98,59,97,1,5,17,5,97,2,No,1,6.46
2451,Male,79,69,76,7.81,40,41,64,0,1,15,2,92,5,Yes,0,0.0
2452,Male,93,65,52,6.32,71,82,70,2,5,19,4,62,3,No,0,0.0
2453,Female,95,52,66,8.82,95,95,86,5,0,22,2,98,4,No,0,0.0
2454,Male,52,92,51,7.35,44,93,46,4,2,19,3,93,3,Yes,0,0.0
2455,Female,55,84,57,6.11,43,85,66,1,3,23,5,81,5,Yes,0,0.0
2456,Male,66,84,71,6.21,52,56,70,0,0,13,2,72,5,No,0,0.0
2457,Female,53,53,75,6.66,97,68,97,4,0,5,5,99,0,Yes,1,8.69
2458,Female,83,68,64,7.1,51,71,87,4,0,19,0,81,4,Yes,0,0.0
2459,Male,82,85,87,7.82,72,62,99,0,0,19,2,82,1,No,1,14.98
2460,Female,50,72,86,8.26,53,68,92,2,3,0,1,79,0,No,1,11.22
2461,Female,50,65,59,9.58,55,84,47,2,5,21,3,92,4,Yes,0,0.0
2462,Female,92,65,83,9.55,98,82,86,2,2,23,4,83,4,No,0,0.0
2463,Male,63,75,77,9.27,87,74,46,5,1,12,0,67,2,No,1,13.83
2464,Female,55,75,58,8.3,53,47,63,0,1,5,2,65,2,No,0,0.0
2465,Male,59,66,91,9.42,81,58,40,0,3,7,3,73,2,No,0,0.0
2466,Female,95,63,63,8.29,76,56,72,5,4,3,5,71,4,No,0,0.0
2467,Male,67,64,61,5.5,74,60,82,3,1,3,4,83,5,No,0,0.0
2468,Male,79,50,58,9.71,68,46,92,2,0,16,3,97,3,No,1,13.91
2469,Male,91,92,78,7.39,98,72,51,5,4,4,2,82,0,Yes,1,6.73
2470,Female,73,90,63,8.73,50,98,59,4,3,14,0,63,3,Yes,0,0.0
2471,Female,52,58,78,7.34,46,84,82,3,0,2,0,92,5,No,0,0.0
2472,Male,89,84,57,6.86,93,87,53,2,4,23,3,89,0,No,1,13.32
2473,Male,91,55,52,5.66,65,49,55,5,2,15,2,98,3,Yes,0,0.0
2474,Male,56,82,80,8.37,41,44,78,5,5,18,0,77,2,No,1,11.76
2475,Female,73,52,61,7.14,72,75,49,2,4,7,2,80,2,Yes,0,0.0
2476,Female,73,57,82,8.31,73,77,78,0,4,7,2,70,0,Yes,1,6.99
2477,Male,69,85,85,8.99,50,65,72,0,1,15,1,84,0,Yes,1,8.21
2478,Female,52,74,94,8.65,87,63,59,2,5,6,4,86,0,Yes,1,13.84
2479,Female,70,78,70,5.94,64,91,47,2,3,8,5,71,3,Yes,0,0.0
2480,Male,68,51,52,5.58,62,91,93,3,3,17,2,93,5,No,0,0.0
2481,Female,85,68,89,8.58,74,46,63,2,3,0,4,75,1,Yes,0,0.0
2482,Female,95,74,55,6.54,93,59,62,1,4,9,4,88,0,No,0,0.0
2483,Male,57,74,72,8.13,70,43,54,5,3,2,2,66,3,No,0,0.0
2484,Female,52,92,55,6.98,97,40,58,2,0,1,4,71,2,No,0,0.0
2485,Female,58,53,52,7.15,99,87,67,4,0,2,5,74,2,No,1,3.97
2486,Male,94,90,67,6.15,61,49,61,1,1,4,0,97,4,Yes,0,0.0
2487,Female,79,52,70,7.69,61,68,88,0,5,12,5,79,1,Yes,1,13.3
2488,Male,74,60,67,7.29,80,67,73,4,1,2,3,73,5,Yes,0,0.0
2489,Female,53,88,77,7.87,74,88,82,5,5,21,3,82,0,No,1,3.7
2490,Male,84,88,95,5.54,75,91,98,4,1,14,3,96,3,No,0,0.0
2491,Male,83,81,70,5.67,52,60,75,5,3,8,4,87,4,Yes,0,0.0
2492,Female,52,68,76,9.71,65,78,99,1,5,19,4,76,3,No,0,0.0
2493,Female,86,70,64,8.16,75,57,42,2,5,7,5,70,2,No,0,0.0
2494,Female,95,67,75,6.76,41,72,51,0,0,5,3,90,3,No,0,0.0
2495,Female,58,70,81,6.92,47,47,80,4,4,16,4,62,2,No,1,5.09
2496,Male,54,59,67,8.0,77,89,69,1,5,3,0,95,3,No,0,0.0
2497,Male,75,90,69,8.66,98,90,61,3,2,18,0,94,2,No,1,8.82
2498,Female,85,52,64,8.1,84,94,91,4,5,10,3,72,0,Yes,1,14.77
2499,Male,52,51,83,9.35,43,76,60,2,5,3,0,78,1,Yes,1,11.56
2500,Female,71,85,70,6.64,60,66,96,3,4,11,0,94,5,Yes,0,0.0
2501,Female,80,58,76,6.9,93,62,41,1,3,17,0,67,1,No,1,8.52
2502,Male,71,66,81,5.8,92,80,98,3,3,23,4,95,3,Yes,0,0.0
2503,Male,86,51,94,8.35,81,91,46,3,4,12,1,71,2,Yes,1,4.86
2504,Male,87,71,56,7.44,91,88,45,1,0,8,3,88,3,No,0,0.0
2505,Female,80,52,51,8.17,51,81,48,3,2,9,3,93,3,Yes,0,0.0
2506,Male,68,71,58,8.04,46,93,88,2,0,22,1,60,3,Yes,0,0.0
2507,Female,57,54,56,6.56,76,99,80,4,3,2,0,83,4,Yes,0,0.0
2508,Male,60,80,69,6.63,77,69,88,4,1,3,2,71,1,No,1,14.21
2509,Male,55,81,82,9.73,54,43,58,2,3,2,5,89,3,Yes,0,0.0
2510,Female,57,72,60,5.75,74,61,71,4,5,2,1,62,1,Yes,0,0.0
2511,Female,69,83,64,9.14,69,94,49,1,0,7,2,84,1,Yes,1,13.49
2512,Male,56,93,56,6.58,59,56,65,3,2,7,5,70,4,No,0,0.0
2513,Female,59,61,53,9.36,78,83,60,4,0,12,3,92,5,Yes,0,0.0
2514,Female,68,80,59,5.74,91,99,76,2,1,5,1,81,1,No,1,11.21
2515,Male,55,94,95,8.96,67,59,47,0,4,9,4,60,5,Yes,0,0.0
2516,Female,89,54,93,6.65,66,53,55,0,1,1,5,96,2,Yes,0,0.0
2517,Male,89,83,68,9.6,87,84,86,3,3,22,2,79,4,Yes,0,0.0
2518,Female,84,59,76,5.5,43,85,74,5,5,5,2,82,4,No,0,0.0
2519,Male,65,77,94,7.08,97,46,50,5,3,9,1,74,2,No,1,11.9
2520,Male,77,87,81,5.69,80,50,96,4,2,20,2,72,4,Yes,0,0.0
2521,Male,82,62,68,8.46,66,61,73,0,4,21,0,97,1,No,0,0.0
2522,Female,86,82,62,9.36,81,72,92,4,1,11,5,83,5,No,1,14.8
2523,Male,82,57,70,7.95,96,42,47,3,5,0,2,61,4,No,0,0.0
2524,Male,92,94,81,9.29,86,61,65,1,0,9,5,71,0,Yes,1,13.65
2525,Male,62,51,95,7.55,86,49,98,2,4,15,3,68,5,No,0,0.0
2526,Male,57,71,64,7.13,63,55,50,1,1,6,0,83,2,Yes,0,0.0
2527,Male,51,66,83,5.53,72,49,40,0,4,1,4,72,5,Yes,0,0.0
2528,Male,54,60,75,9.46,73,48,53,5,5,16,0,72,1,No,0,0.0
2529,Female,55,60,63,8.13,71,78,70,4,4,20,0,75,1,Yes,1,3.61
2530,Male,58,68,58,6.39,59,83,96,1,2,11,1,97,2,No,1,11.03
2531,Male,87,92,66,8.28,56,81,81,2,0,8,2,66,0,No,1,5.48
2532,Male,83,76,85,7.96,58,47,83,4,3,6,0,74,2,Yes,0,0.0
2533,Male,68,55,90,5.92,65,64,87,0,1,15,1,67,0,No,0,0.0
2534,Female,69,60,75,6.57,65,77,50,5,2,0,4,80,4,Yes,0,0.0
2535,Female,95,95,81,5.78,56,65,57,2,5,23,0,89,1,Yes,0,0.0
2536,Female,59,51,65,9.07,62,63,77,3,3,10,2,86,1,No,1,13.15
2537,Male,51,71,74,8.1,82,52,82,4,1,12,4,74,4,Yes,0,0.0
2538,Female,89,87,87,9.52,49,52,65,2,5,9,3,80,1,Yes,1,10.52
2539,Male,94,63,92,7.26,75,45,86,2,3,16,2,90,3,No,0,0.0
2540,Female,52,54,56,9.15,52,61,97,4,3,7,4,77,1,Yes,1,14.36
2541,Male,61,56,76,8.47,74,46,76,1,2,19,0,61,2,No,0,0.0
2542,Male,71,73,68,9.49,79,45,73,3,3,4,5,66,5,Yes,0,0.0
2543,Female,67,58,90,7.31,59,62,67,5,1,5,1,91,1,Yes,1,13.19
2544,Female,50,66,88,8.07,48,56,96,0,2,1,4,74,5,Yes,1,10.27
2545,Male,95,78,57,7.91,98,64,46,1,3,6,4,86,0,Yes,0,0.0
2546,Female,89,79,80,6.27,63,71,94,1,5,13,4,65,5,Yes,0,0.0
2547,Female,57,65,52,5.86,57,52,92,3,0,7,0,75,3,Yes,0,0.0
2548,Male,63,58,75,6.0,81,99,61,5,2,9,5,91,3,No,0,0.0
2549,Female,59,87,88,7.82,94,76,48,3,5,1,2,86,4,Yes,0,0.0
2550,Female,71,85,67,8.88,91,40,68,4,0,19,4,71,4,No,0,0.0
2551,Male,88,94,94,9.02,54,94,58,1,3,21,5,71,1,No,1,6.1
2552,Male,85,83,53,7.33,45,52,40,5,1,16,1,75,0,Yes,0,0.0
2553,Female,72,53,59,6.77,78,49,65,0,1,11,5,62,0,No,0,0.0
2554,Female,78,59,59,9.33,80,93,96,2,5,19,5,92,5,Yes,0,0.0
2555,Female,62,75,60,7.52,57,46,59,1,1,7,0,70,2,No,0,0.0
2556,Female,67,53,92,7.72,56,79,95,4,4,22,5,93,0,No,1,8.51
2557,Male,51,90,86,7.81,77,65,58,0,0,13,0,60,1,Yes,1,5.83
2558,Female,69,58,64,6.91,71,95,73,3,3,7,4,93,3,No,0,0.0
2559,Female,87,89,66,6.48,62,60,65,3,0,9,5,71,1,Yes,1,5.09
2560,Male,74,66,78,6.07,53,51,95,4,4,6,0,97,5,No,0,0.0
2561,Male,81,67,52,6.22,49,43,52,5,5,17,3,83,1,No,0,0.0
2562,Male,86,82,60,5.86,74,72,61,1,5,20,5,84,3,No,0,0.0
2563,Female,93,93,55,8.54,91,50,64,3,2,12,5,60,1,Yes,1,14.53
2564,Male,58,77,67,9.61,50,46,68,4,5,12,0,91,4,Yes,0,0.0
2565,Male,61,65,94,8.31,97,69,66,4,0,20,2,74,0,Yes,0,0.0
2566,Female,75,51,54,6.43,99,79,56,0,3,23,3,94,1,Yes,0,0.0
2567,Male,78,57,53,7.34,86,66,86,1,0,18,4,87,2,No,1,10.26
2568,Female,93,73,75,8.6,66,55,40,4,3,2,1,60,3,Yes,0,0.0
2569,Male,82,77,59,5.84,81,75,92,0,2,20,2,76,5,Yes,0,0.0
2570,Male,85,50,71,7.84,57,68,96,0,2,5,2,78,0,No,1,4.49
2571,Female,50,68,54,6.41,96,70,66,5,4,1,5,82,4,No,0,0.0
2572,Female,95,80,65,8.35,75,91,55,0,3,12,0,77,5,Yes,0,0.0
2573,Male,57,53,55,8.46,97,42,76,5,3,4,1,66,4,Yes,0,0.0
2574,Female,55,82,95,7.05,45,95,58,2,2,21,2,72,3,No,0,0.0
2575,Female,57,62,67,9.12,82,51,40,0,3,19,5,70,1,Yes,0,0.0
2576,Male,74,51,54,6.45,92,93,88,1,5,16,3,67,5,Yes,0,0.0
2577,Female,77,83,77,5.92,91,48,45,3,0,11,1,72,4,No,0,0.0
2578,Male,68,92,57,5.51,80,41,90,3,0,5,2,67,0,No,0,0.0
2579,Female,50,86,94,5.67,68,71,93,3,1,15,0,63,5,Yes,0,0.0
2580,Female,60,84,58,5.79,66,48,79,4,5,16,2,61,2,No,0,0.0
2581,Male,78,69,73,9.59,56,55,48,5,4,19,3,79,2,No,1,7.44
2582,Female,61,82,82,8.64,59,42,83,0,1,3,1,84,2,No,0,0.0
2583,Male,88,82,64,7.51,61,58,66,1,1,24,3,75,2,Yes,0,0.0
2584,Female,72,82,58,6.33,91,41,40,1,1,13,0,72,4,No,0,0.0
2585,Female,68,70,75,8.47,96,45,41,0,0,3,5,92,5,No,1,11.87
2586,Female,92,64,83,7.0,58,69,80,2,1,6,0,66,0,No,1,3.62
2587,Female,95,89,65,5.61,49,64,56,0,1,10,4,96,5,No,0,0.0
2588,Male,79,72,85,8.52,80,44,70,3,0,6,2,60,5,Yes,0,0.0
2589,Male,62,77,86,9.4,57,87,55,0,1,17,1,84,1,Yes,1,12.46
2590,Male,53,52,85,8.9,53,71,84,4,0,4,1,71,2,No,1,9.14
2591,Male,74,62,88,7.81,93,48,69,1,3,23,0,92,1,Yes,0,0.0
2592,Female,75,50,74,7.7,97,73,66,0,3,21,5,86,1,No,1,11.8
2593,Male,75,51,94,9.7,52,70,58,0,3,4,3,96,0,No,1,12.32
2594,Female,95,76,65,9.52,83,85,89,4,2,22,1,72,5,No,0,0.0
2595,Male,76,85,92,8.16,52,46,71,1,2,15,0,79,0,No,0,0.0
2596,Male,82,71,65,8.75,91,84,68,3,2,1,2,72,2,No,1,13.07
2597,Male,58,88,51,6.82,71,99,85,5,1,12,2,71,1,Yes,1,5.86
2598,Male,87,81,57,9.12,67,44,64,3,3,18,1,90,4,Yes,0,0.0
2599,Female,88,55,63,5.71,77,87,53,0,1,24,2,84,0,Yes,0,0.0
2600,Male,83,72,63,6.42,83,85,48,5,1,14,3,94,0,No,1,7.21
2601,Male,63,88,80,5.73,71,57,99,3,4,9,1,91,4,No,0,0.0
2602,Female,71,69,90,9.63,91,47,80,3,0,0,4,82,4,No,0,0.0
2603,Female,57,68,85,6.56,68,80,69,3,4,15,4,75,2,Yes,1,3.4
2604,Male,51,61,61,7.22,80,58,72,3,4,3,1,76,5,Yes,0,0.0
2605,Male,79,93,89,6.84,83,91,67,3,3,2,5,72,5,Yes,0,0.0
2606,Male,55,82,59,7.21,67,89,95,1,5,13,5,61,4,No,0,0.0
2607,Male,78,59,78,7.01,81,52,95,1,2,6,5,82,3,No,0,0.0
2608,Male,61,86,88,7.77,70,87,83,4,5,19,1,86,1,No,1,10.36
2609,Female,78,73,72,8.71,78,78,47,4,1,5,1,84,0,No,1,9.87
2610,Female,85,63,89,7.31,50,54,55,3,0,24,0,67,4,Yes,0,0.0
2611,Female,92,70,78,5.55,62,92,43,2,3,16,0,69,5,No,0,0.0
2612,Female,75,91,79,7.46,68,99,84,0,2,22,3,92,5,Yes,0,0.0
2613,Male,82,67,67,5.73,75,57,66,0,0,14,0,79,3,Yes,0,0.0
2614,Female,84,91,56,8.0,67,93,55,1,2,24,1,73,1,No,1,6.88
2615,Female,60,95,95,6.42,43,49,75,3,4,19,4,88,0,Yes,1,13.18
2616,Female,69,69,93,6.74,44,67,50,1,5,8,0,69,2,Yes,0,0.0
2617,Male,60,71,50,5.94,75,48,64,0,3,4,5,82,4,No,0,0.0
2618,Female,80,81,72,6.91,64,52,84,2,2,23,0,64,3,Yes,1,9.37
2619,Male,72,60,80,5.57,70,41,46,3,5,19,1,93,5,No,0,0.0
2620,Female,72,94,63,8.64,84,59,82,2,0,8,3,78,5,No,0,0.0
2621,Male,55,68,95,9.52,55,78,70,5,2,14,5,88,3,Yes,0,0.0
2622,Male,77,68,95,6.32,78,51,84,5,4,17,2,90,1,No,1,5.08
2623,Male,85,62,93,5.87,65,48,56,5,3,14,4,85,3,No,0,0.0
2624,Female,51,94,70,5.98,63,66,70,0,5,19,0,76,2,No,0,0.0
2625,Female,88,71,80,8.43,81,75,46,0,2,3,0,85,0,Yes,0,0.0
2626,Female,75,51,65,7.11,81,62,59,0,1,4,0,71,3,Yes,0,0.0
2627,Female,53,73,85,9.64,81,44,71,1,5,1,0,93,2,No,0,0.0
2628,Male,92,81,88,7.08,84,78,45,5,2,22,1,92,4,No,0,0.0
2629,Male,62,50,87,5.84,81,86,85,4,3,3,3,87,3,No,0,0.0
2630,Male,56,57,78,6.84,76,58,81,1,3,10,3,94,1,No,0,0.0
2631,Male,53,83,90,9.16,91,43,45,2,5,7,5,76,3,No,0,0.0
2632,Male,88,79,68,5.54,80,95,45,2,5,17,0,73,2,Yes,0,0.0
2633,Female,58,53,91,7.57,93,85,83,4,1,19,0,82,4,No,0,0.0
2634,Female,69,85,83,6.06,55,60,73,1,1,4,0,74,5,No,0,0.0
2635,Male,89,87,90,6.47,42,72,94,0,2,9,3,70,4,Yes,0,0.0
2636,Male,59,71,78,8.7,60,88,76,0,5,23,0,82,4,No,0,0.0
2637,Female,74,63,83,5.76,48,61,86,3,1,14,5,84,1,Yes,1,6.11
2638,Male,77,76,77,6.51,74,74,87,3,0,2,1,92,2,No,1,10.46
2639,Male,66,53,74,8.86,65,91,86,3,2,4,0,87,4,No,1,8.32
2640,Male,86,80,53,5.53,87,48,62,1,2,16,5,80,0,Yes,0,0.0
2641,Male,50,83,92,6.4,57,48,53,5,4,1,5,92,5,Yes,0,0.0
2642,Male,80,89,56,7.34,51,57,65,4,5,24,3,95,1,No,1,9.29
2643,Male,78,50,81,6.47,61,50,42,2,3,13,2,88,2,No,0,0.0
2644,Female,90,75,55,9.73,59,48,82,2,0,8,5,72,2,No,1,10.28
